,Date,Symbol,Open,High,Low,Close,Volume,sma7,sma25,sma99,bb_bbm,bb_bbh,bb_bbl,psar,MACD,RSI,sma40,OBV,Position
10,2015-10-18,BTCUSD,272.47,274.89,264.01,268.46,53.56,256.03142857142853,251.8509090909091,251.8509090909091,0.0,0.0,0.0,250.88463264972802,5.401978911797016,82.2715351607641,0.0,1097.69,1
11,2015-10-19,BTCUSD,268.46,274.77,265.0,272.49,132.93,258.73999999999995,253.235,253.235,0.0,0.0,0.0,253.47487673176067,6.285242749996598,84.5459423773383,0.0,1230.6200000000001,1
12,2015-10-20,BTCUSD,272.49,275.99,266.02,272.1,202.09,262.29571428571427,254.71615384615384,254.71615384615384,0.0,0.0,0.0,256.1369939893142,6.874520768529095,83.43045172934109,0.0,1028.5300000000002,1
13,2015-10-21,BTCUSD,272.1,272.75,269.5,271.64,364.6,265.45285714285717,255.95785714285714,255.95785714285714,0.0,0.0,0.0,258.4264148308102,7.221168552068406,82.05527791797961,0.0,663.9300000000002,1
14,2015-10-22,BTCUSD,271.64,279.98,271.23,276.89,588.5,268.11571428571426,257.00333333333333,257.00333333333333,0.0,0.0,0.0,260.3953167544968,7.829269595558571,85.07827764559795,0.0,1252.4300000000003,1
15,2015-10-23,BTCUSD,276.89,283.95,276.89,280.2,590.31,271.1142857142857,258.24625,258.24625,0.0,0.0,0.0,263.0344660737773,8.48052517555169,86.60985844563794,0.0,1842.7400000000002,1
16,2015-10-24,BTCUSD,280.2,285.0,280.19,285.0,438.03,273.4642857142857,259.53764705882355,259.53764705882355,0.0,0.0,0.0,266.1242621804974,9.277029972690968,88.45970533459405,0.0,2280.7700000000004,1
17,2015-10-25,BTCUSD,285.0,297.0,285.0,289.38,46.26,275.2542857142857,260.95222222222225,260.95222222222225,0.0,0.0,0.0,269.89940974439793,10.144752762783696,89.8391330188227,0.0,2327.0300000000007,1
18,2015-10-26,BTCUSD,289.38,296.99,283.99,288.54,339.76,278.24285714285713,262.4484210526316,262.4484210526316,0.0,0.0,0.0,274.1851396006304,10.641974290488406,87.67469009465447,0.0,1987.2700000000007,1
19,2015-10-27,BTCUSD,288.54,299.0,288.53,298.2,691.25,280.5357142857143,263.75300000000004,263.75300000000004,263.75300000000004,294.6986853858499,232.8073146141502,6205.18,11.680857546775712,90.50712969205387,0.0,2678.5200000000004,1
20,2015-10-28,BTCUSD,298.2,309.0,298.2,307.05,1219.05,284.2642857142857,265.3933333333333,265.3933333333333,266.538,299.3037092705164,233.77229072948364,282.4892867552537,13.06766514019995,92.26166187614088,0.0,3897.5700000000006,1
21,2015-10-29,BTCUSD,307.05,320.01,261.51,314.89,1675.85,289.3228571428571,267.2868181818182,267.2868181818182,269.69300000000004,305.189147452928,234.1968525470721,307.05,14.630689150544299,93.42161526112235,0.0,5573.42,1
22,2015-10-30,BTCUSD,314.89,374.0,314.89,330.36,2078.47,294.75142857142856,269.3565217391304,269.3565217391304,273.168,311.92494239745963,234.41105760254038,261.51,16.922623185423276,95.01082302548528,0.0,7651.889999999999,1
23,2015-10-31,BTCUSD,330.36,336.69,309.15,315.0,193.96,301.9171428571429,271.89833333333337,271.89833333333337,277.371,321.43058279421183,233.31141720578816,261.51,17.300148447104277,75.50648385167187,0.0,7457.929999999999,1
24,2015-11-01,BTCUSD,315.0,330.0,299.76,330.0,377.15,306.20285714285717,273.6224,273.6224,280.646,325.6590440650264,235.6329559349736,262.887,18.595358855006964,79.85556884676605,0.0,7835.079999999999,1
25,2015-11-02,BTCUSD,330.0,370.0,326.1,367.85,3028.56,312.0057142857143,277.1224,275.79076923076923,284.766,331.95744388551816,237.57455611448185,264.23646,22.417585142053213,86.41193993963041,0.0,10863.64,1
26,2015-11-03,BTCUSD,367.85,424.62,362.25,400.0,3009.34,323.3357142857143,282.0784,279.20037037037036,290.6585,347.4652021662058,233.8517978337942,268.38100160000005,27.72140818584097,89.529283656423,0.0,13872.98,1
27,2015-11-04,BTCUSD,400.0,500.0,365.0,410.0,2104.01,337.87857142857143,288.26279999999997,283.51464285714286,298.0085,369.5514354374002,226.46556456259987,276.278141504,32.35863241461095,90.27651149485193,0.0,15976.99,0
28,2015-11-05,BTCUSD,410.0,450.0,369.73,379.42,1655.25,352.5857142857143,294.8108,287.8762068965517,305.71349999999995,389.5867232062176,221.8402767937823,286.97589018368,33.18359575721291,73.09739856341531,0.0,14321.74,0
29,2015-11-06,BTCUSD,379.42,399.7,354.01,376.0,1183.23,361.80428571428575,300.00759999999997,290.92766666666665,311.49699999999996,398.8770013962005,224.1169986037994,296.8178189689856,33.178953410166514,71.45960232441738,0.0,13138.51,1
30,2015-11-07,BTCUSD,376.0,391.92,374.97,388.13,824.89,368.32428571428574,305.1436,293.671935483871,316.6735,406.42641689410436,226.92058310589562,305.87239345146673,33.764843840142476,73.70956397226317,0.0,13963.4,1
31,2015-11-08,BTCUSD,388.13,389.61,363.47,377.0,152.4,378.77142857142854,310.66880000000003,296.62375,322.65700000000004,414.68240390566086,230.63159609433924,314.2026019753494,32.95122701074882,68.38260009462903,0.0,13811.0,0
32,2015-11-09,BTCUSD,377.0,386.79,361.43,381.46,1134.47,385.4857142857142,315.6288,299.0593939393939,327.8825,419.7886386143494,235.9763613856506,321.86639381732147,32.29404884514696,69.33884428189769,0.0,14945.47,0
33,2015-11-10,BTCUSD,381.46,383.0,236.0,336.18,728.85,387.42999999999995,320.6512,301.4829411764706,333.3505,424.33904026194733,242.3619597380527,410.0,27.79906254622648,52.10809703505791,0.0,14216.619999999999,0
34,2015-11-11,BTCUSD,336.18,343.75,300.0,306.0,1225.57,378.3128571428571,323.5484,302.4742857142857,336.5775,423.048445380515,250.10655461948497,406.52,21.553029832870152,44.22043915639067,0.0,12991.05,1
35,2015-11-12,BTCUSD,306.0,344.8,300.51,335.5,1215.85,363.4557142857143,324.88960000000003,302.57222222222225,338.033,421.35903221082845,254.7069677891716,403.1096,18.7670722388404,51.8868807238309,0.0,14206.9,1
36,2015-11-13,BTCUSD,335.5,348.58,326.6,338.45,478.64,357.18142857142857,327.57120000000003,303.46216216216214,340.798,419.8233047067837,261.7726952932163,399.767408,16.605799796351675,52.58863629600025,0.0,14685.539999999999,1
37,2015-11-14,BTCUSD,338.45,2200.0,332.92,349.99,616.59,351.8171428571428,330.20959999999997,304.3828947368421,343.4705,418.2692233781434,268.6717766218566,396.49205983999997,15.643825093018904,55.333214029072586,0.0,15302.13,0
38,2015-11-15,BTCUSD,349.99,354.99,317.76,318.66,396.53,346.3685714285715,333.32520000000005,305.5523076923077,346.50100000000003,417.08044202103065,275.9215579789694,393.28221864319994,12.21260474034483,47.323622965259,0.0,14905.599999999999,0
39,2015-11-16,BTCUSD,318.66,338.99,315.0,336.99,475.92,338.03428571428566,335.20599999999996,305.88,348.00699999999995,414.7566385308566,281.2573614691433,390.1365742703359,10.847373925681723,51.7263460685567,308.22625,15381.519999999999,1
40,2015-11-17,BTCUSD,336.99,340.24,328.33,334.51,892.06,331.68142857142857,337.61,306.63878048780487,349.9465,412.9432857195907,286.94971428040935,387.0538427849292,9.456297088829672,51.103996717678136,310.49024999999995,14489.46,0
41,2015-11-18,BTCUSD,334.51,337.9,330.01,335.99,1545.01,331.4428571428572,339.7824,307.302380952381,351.31949999999995,411.65762773860337,290.98137226139653,384.0327659292306,8.376720682876282,51.47918155254397,312.75525,16034.47,0
42,2015-11-19,BTCUSD,335.99,335.99,322.34,325.01,908.48,335.7271428571429,341.82199999999995,307.96953488372094,352.3745,410.83657812762067,293.91242187237935,381.072110610646,6.559540072139271,48.50554032831867,314.723,15125.99,0
43,2015-11-20,BTCUSD,325.01,328.3,310.0,320.51,371.67,334.22857142857146,343.2472,308.3568181818182,352.10699999999997,411.0167944657764,293.19720553422354,378.17066839843307,4.702096117036035,47.29964483537073,316.49825,14754.32,1
44,2015-11-21,BTCUSD,320.51,328.97,318.28,325.22,324.76,331.6657142857143,344.526,308.62688888888886,352.3825,410.6435373663225,294.1214626336775,375.3272550304644,3.568975113840793,48.7361996454653,318.43875,15079.08,1
45,2015-11-22,BTCUSD,325.22,328.75,320.99,324.37,301.36,328.1271428571429,345.6068,308.98760869565217,352.1435,410.80767144220164,293.4793285577984,372.5407099298551,2.5727238992138837,48.47936813185845,320.298,14777.72,0
46,2015-11-23,BTCUSD,324.37,326.32,320.01,322.75,1010.84,328.9428571428571,346.2996,309.31489361702126,349.96950000000004,409.3623828985429,290.5766171014572,369.809895731258,1.6336356381902988,47.96061330490747,322.04175,13766.88,0
47,2015-11-24,BTCUSD,322.75,324.53,305.0,317.52,884.39,326.90857142857146,346.61400000000003,309.59479166666665,346.107,401.92284868117673,290.2911513188233,367.13369781663283,0.4620578195742837,46.24033951693652,323.59825,12882.49,1
48,2015-11-25,BTCUSD,317.52,332.0,315.21,327.5,546.09,324.4814285714286,346.10040000000004,309.7565306122449,341.483,390.2360889688029,292.7299110311971,364.51102386030016,0.3350147101790526,49.93093037157693,325.192,13428.58,1
49,2015-11-26,BTCUSD,327.5,365.37,327.5,360.0,510.4,323.2685714285714,346.60040000000004,310.1114,338.887,384.72550438223317,293.04849561776683,361.94080338309413,2.8242542716479875,59.64631658202138,327.38025000000005,13938.98,1
50,2015-11-27,BTCUSD,360.0,369.04,347.76,360.4,1023.14,328.26714285714286,347.8004,311.08960784313723,338.087,381.816684243086,294.357315756914,10187.97,4.774236785372693,59.749835451848405,329.67875,14962.119999999999,0
51,2015-11-28,BTCUSD,360.4,360.41,352.0,357.0,161.21,333.96571428571434,347.50239999999997,312.0378846153846,336.70050000000003,375.47303382228205,297.927966177718,238.488,5.976368535038773,58.378965234550805,331.7915,14800.91,1
52,2015-11-29,BTCUSD,357.0,380.0,354.01,368.11,462.71,338.5057142857143,345.7824,312.88622641509437,335.70050000000003,371.15347419117336,300.2475258088267,240.92624,7.736370691785282,61.48833087180173,334.19175,15263.619999999999,1
53,2015-11-30,BTCUSD,368.11,380.99,367.5,377.29,1510.3,344.75428571428574,344.1068,313.9088888888889,335.033,367.38141455156654,302.6845854484335,246.0135904,9.759433684201667,63.88889340881942,336.83299999999997,16773.92,0
54,2015-12-01,BTCUSD,377.29,379.99,355.01,363.01,511.06,352.5457142857143,344.0216,315.0612727272727,337.08849999999995,374.3227220410203,299.8542779589796,10372.74,10.094090630576943,57.848276216611005,338.986,16262.859999999999,0
55,2015-12-02,BTCUSD,363.01,364.03,349.0,361.18,422.45,359.0442857142857,343.50199999999995,315.9175,339.93899999999996,375.9247159995464,303.95328400045355,261.29416447744,10.09527096599254,57.10316060848786,341.0105,15840.409999999998,0
56,2015-12-03,BTCUSD,361.18,369.99,358.0,361.5,965.2,363.8557142857143,342.42400000000004,316.7115789473684,341.223,378.299572171656,304.14642782834403,268.2539146087936,10.006676972759863,57.2069588418565,342.923,16805.609999999997,1
57,2015-12-04,BTCUSD,361.5,364.48,356.0,362.03,912.81,364.07000000000005,341.80400000000003,317.4837931034483,342.3755,380.4550564443707,304.29594355562926,274.796079732266,9.865508721962101,57.3908572789089,344.73925,17718.42,1
58,2015-12-05,BTCUSD,362.03,389.9,361.53,385.82,746.45,364.30285714285714,341.0268,318.238813559322,342.9775,381.8910805985522,304.06391940144783,280.94571494833,11.540257144021211,64.71977000738485,347.17125,18464.87,1
59,2015-12-06,BTCUSD,385.82,403.33,385.82,395.5,220.74,368.42,343.01239999999996,319.36516666666665,346.3355,387.78414170271475,304.8868582972853,289.33565775246365,13.493062806386376,67.19249361110852,349.60375,18685.61,1
60,2015-12-07,BTCUSD,395.5,400.0,385.01,398.62,779.95,372.3328571428571,346.5924,320.6132786885246,349.26099999999997,395.6260475681846,302.8959524318153,299.95209197721726,15.118160544064096,67.97168155597205,351.893,19465.56,1
61,2015-12-08,BTCUSD,398.62,412.13,390.84,412.13,501.04,375.38,349.1172,321.87145161290323,352.4665,402.98739162910755,301.94560837089244,311.79224093995117,17.29681933518981,71.16521294763498,354.324,19966.600000000002,1
62,2015-12-09,BTCUSD,412.13,424.48,347.5,418.98,695.45,382.3971428571429,352.06440000000003,323.304126984127,356.2735,412.4165238854307,300.1304761145693,325.839527208358,19.353069734673568,72.6540591177474,356.5395,20662.050000000003,1
63,2015-12-10,BTCUSD,418.98,422.89,412.54,416.49,652.46,390.6542857142857,354.82399999999996,324.7990625,360.97200000000004,421.4259102457405,300.51808975425956,340.7420028550207,20.544911845554907,71.21461220588529,359.07675,20009.590000000004,1
64,2015-12-11,BTCUSD,416.49,454.97,416.49,452.0,905.65,398.50999999999993,358.7371999999999,326.2096923076923,365.771,427.83200737177935,303.7099926282207,347.5,24.07726778034163,77.93003573389714,362.12675,20915.240000000005,1
65,2015-12-12,BTCUSD,452.0,473.34,408.45,435.0,537.74,411.36285714285714,363.33759999999995,328.11560606060607,372.11,441.7451083865033,302.4748916134967,366.31,25.214272939729028,69.56315588755484,363.8055,20377.500000000004,0
66,2015-12-13,BTCUSD,435.0,441.53,422.0,435.9,120.12,418.3885714285714,367.3571999999999,329.71089552238806,377.6415,448.78830070811387,306.49469929188615,381.7342,25.889541677827708,69.74833254733691,364.703,20497.620000000003,1
67,2015-12-14,BTCUSD,435.9,450.36,429.86,445.7,1019.46,424.15999999999997,371.35360000000003,331.2725,383.299,454.0805882557044,312.51741174429554,394.382044,26.90532725123461,71.76287035968694,365.5955,21517.08,1
68,2015-12-15,BTCUSD,445.7,480.0,445.1,465.99,974.16,430.88571428571424,376.18119999999993,332.9308695652174,389.70799999999997,458.69447479035347,320.7215252096465,404.75327608,29.013132731810003,75.41346848505628,367.75975,22491.24,1
69,2015-12-16,BTCUSD,465.99,466.24,440.0,456.34,452.41,438.58,382.0004,334.8317142857143,396.63250000000005,467.03960585587294,326.22539414412716,417.000620864,29.564112721072092,70.72990407198536,369.76824999999997,22038.83,0
70,2015-12-17,BTCUSD,456.34,459.89,450.25,458.0,312.18,443.9171428571429,387.24519999999995,336.5430985915493,401.44950000000006,474.3120809246427,328.5869190753574,426.7984966912,29.791300886778004,71.06283111900358,371.515,22351.010000000002,1
71,2015-12-18,BTCUSD,458.0,465.73,456.56,463.02,497.74,449.8471428571429,392.5904,338.23,406.3295,480.60114747735236,332.05785252264764,434.63679735296,30.03025114894905,72.09645980177234,373.6655,22848.750000000004,1
72,2015-12-19,BTCUSD,463.02,466.93,455.0,461.8,114.09,451.42142857142863,398.20120000000003,339.9394520547946,411.63050000000004,486.19562495128076,337.0653750487193,440.907437882368,29.77791587117474,71.42869728115343,375.674,22734.660000000003,0
73,2015-12-20,BTCUSD,461.8,462.99,432.33,439.51,321.0,455.25,403.9724,341.58621621621626,416.31499999999994,491.1265543215091,341.5034456784908,465.99,27.462748164984873,60.41811701613849,378.25725,22413.660000000003,0
74,2015-12-21,BTCUSD,439.51,449.99,428.52,437.99,190.11,455.7657142857143,408.45279999999997,342.89186666666666,419.42600000000004,492.64530657961825,346.20669342038184,465.3168,25.21465098019246,59.74182514567679,381.557,22223.550000000003,0
75,2015-12-22,BTCUSD,437.99,442.46,434.79,435.82,286.88,454.66428571428565,411.57239999999996,344.1431578947369,423.175,492.0024528077288,354.34754719227124,463.844928,22.992869413985318,58.73109342308669,384.06499999999994,21936.670000000002,1
76,2015-12-23,BTCUSD,435.82,444.71,435.75,444.54,411.18,450.3542857142857,414.58920000000006,345.33376623376626,426.907,489.7147237606979,364.09927623930207,462.43193088,21.685742894432963,61.546461334186525,386.71725000000004,22347.850000000002,1
77,2015-12-24,BTCUSD,444.54,457.22,444.54,455.46,375.44,448.6685714285714,418.0908,346.60564102564103,431.059,486.5785745300713,375.53942546992874,461.0754536448,21.28562105837989,64.7862406114281,389.354,22723.29,1
78,2015-12-25,BTCUSD,455.46,461.86,453.99,458.59,79.34,448.30571428571426,421.58480000000003,347.9835443037975,435.7305,482.21934488778084,389.2416551122192,459.773235499008,20.97925071892655,65.67882170488943,392.85225,22802.63,0
79,2015-12-26,BTCUSD,458.59,458.59,407.07,418.72,387.26,447.67285714285714,424.8367999999999,349.366125,439.36899999999997,480.7762181630226,397.96178183697737,458.59,17.319624376404136,48.733509919022445,394.8955,22415.370000000003,0
80,2015-12-27,BTCUSD,418.72,423.64,407.77,422.06,172.62,441.5185714285714,427.06520000000006,350.22234567901234,440.5299999999999,478.07390017033583,402.986099829664,455.49879999999996,14.521459870138358,49.8996478037257,397.08425,22587.99,1
81,2015-12-28,BTCUSD,422.06,429.31,418.53,420.8,89.53,439.0257142857143,429.5004,351.09841463414637,441.70200000000006,475.1831687968051,408.220831203195,452.59307199999995,12.063166198617978,49.44274100470894,399.2045,22498.460000000003,1
82,2015-12-29,BTCUSD,420.8,434.26,420.8,430.76,742.14,436.57000000000005,431.8724,351.93819277108435,442.1355,474.2713842884422,409.99961571155774,449.86168767999993,10.794210573368503,53.098599895742744,401.84825,23240.600000000002,1
83,2015-12-30,BTCUSD,430.76,436.79,422.1,428.24,211.58,435.84714285714284,434.62159999999994,352.87654761904764,442.7245,473.54612129090793,411.902878709092,447.29418641919995,9.475977982949473,52.07261451246259,404.5415,23029.02,1
84,2015-12-31,BTCUSD,428.24,434.99,422.01,432.5,206.93,433.5185714285714,436.31840000000005,353.76317647058823,443.312,472.51648705250875,414.1075129474913,444.88073523404796,8.675015378114665,53.70123992076101,407.22349999999994,23235.95,1
85,2016-01-01,BTCUSD,432.5,437.8,429.95,434.55,110.55,430.23857142857145,437.7984,354.67872093023254,442.337,471.61810592173987,413.0558940782601,442.61209112000506,8.11215276318012,54.502464539702615,409.97799999999995,23346.5,1
86,2016-01-02,BTCUSD,434.55,439.53,432.7,435.75,107.57,426.80428571428564,439.2356,355.5967816091954,442.31449999999995,471.6188051274066,413.01019487259333,440.47956565280475,7.674443845346104,54.99345456835486,412.803,23454.07,0
87,2016-01-03,BTCUSD,435.75,437.99,409.11,424.26,496.07,429.2371428571428,440.1804,356.5076136363636,442.30699999999996,471.61794409943406,412.99605590056586,438.4749917136365,6.327470261911003,49.48668814023075,415.4715,22958.0,1
88,2016-01-04,BTCUSD,424.26,436.49,424.26,435.0,485.66,429.5514285714286,440.39160000000004,357.2688764044944,441.23499999999996,471.5231339801604,410.9468660198395,436.5906922108183,6.056793291847441,54.11212287005802,418.159,23443.66,1
89,2016-01-05,BTCUSD,435.0,435.63,431.55,432.98,259.72,431.58,441.13200000000006,358.13255555555554,439.68549999999993,467.8454058769759,411.52559412302395,435.0,5.614561554141289,53.126769751830025,419.9835,23183.94,0
90,2016-01-06,BTCUSD,432.98,433.99,427.88,431.1,386.6,431.8971428571429,440.37120000000004,358.95505494505494,438.51750000000004,465.73958065156205,411.29541934843803,433.3242,5.054128579537974,52.17452843982132,421.7509999999999,22797.34,1
91,2016-01-07,BTCUSD,431.1,457.0,430.89,457.0,1697.75,432.30571428571426,440.21520000000004,359.7392391304348,437.17249999999996,463.0355213818909,411.30947861810904,407.07,6.623542874882503,62.220947109568826,424.2509999999999,24495.09,1
92,2016-01-08,BTCUSD,457.0,464.0,448.52,456.68,889.37,435.80571428571426,441.0592,360.7850537634409,436.8714999999999,461.64125516633425,412.1017448336656,408.0686,7.752131933914484,62.0475222494119,426.46525,23605.72,0
93,2016-01-09,BTCUSD,456.68,456.68,446.33,450.11,188.38,438.9671428571429,441.49840000000006,361.8052127659575,436.6155,460.4370855685583,412.7939144314417,409.047228,8.023908183196909,58.44566017332326,428.28575,23417.34,0
94,2016-01-10,BTCUSD,450.11,450.11,440.01,444.6,17.18,441.0185714285714,440.8632,362.7347368421053,437.14549999999997,461.66261685741506,412.6283831425849,410.00628344,7.7058535843931395,55.534052123605875,430.3254999999999,23400.16,1
95,2016-01-11,BTCUSD,444.6,451.64,444.6,451.28,464.17,443.92428571428576,440.3936,363.58750000000003,437.476,462.20702052079827,412.74497947920173,410.9461577712,7.901727006021076,58.24956105560242,432.578,23864.329999999998,1
96,2016-01-12,BTCUSD,451.28,451.28,444.11,445.4,727.12,446.25,440.12480000000005,364.4915463917526,438.24899999999997,463.6811622360377,412.8168377639622,411.867234615776,7.496081088424432,55.061981281336955,434.6755,23137.21,0
97,2016-01-13,BTCUSD,445.4,445.4,420.0,431.68,970.73,448.0242857142857,439.42,365.31714285714287,438.29200000000003,463.7694312676955,412.81456873230456,412.7698899234605,5.998368975339588,48.40577123743019,436.41675,22166.48,0
98,2016-01-14,BTCUSD,431.68,433.99,426.75,430.42,502.66,448.10714285714283,438.21520000000004,365.9874747474748,437.10299999999995,461.4595244647126,412.7464755352873,413.6544921249913,4.656077502406049,47.83388199329332,437.53175,21663.82,0
99,2016-01-15,BTCUSD,430.42,431.31,358.74,372.04,1724.16,444.31,437.8516,367.8856565656566,435.69449999999995,458.09760378050646,413.29139621949344,457.0,-1.10573009037563,30.09342939440728,436.94525000000004,19939.66,0
100,2016-01-16,BTCUSD,372.04,386.27,353.32,384.25,778.19,432.2185714285714,435.2136,369.179494949495,433.36050000000006,468.47262296344593,398.2483770365542,455.0348,-4.633348801638931,35.48283190843249,436.58600000000007,20717.85,1
101,2016-01-17,BTCUSD,384.25,389.85,380.19,383.9,205.95,422.81,433.15079999999995,370.58212121212125,431.46999999999997,472.4015672800363,390.5384327199636,450.966208,-7.372271167424856,35.39858662244622,435.88025,20511.899999999998,1
102,2016-01-18,BTCUSD,383.9,387.25,374.83,385.03,2854.76,414.1385714285714,430.72520000000003,371.97202020202025,429.625,475.35888568665627,383.89111431334373,447.06035968,-9.343993577457468,35.92751151832138,435.03149999999994,23366.659999999996,0
103,2016-01-19,BTCUSD,385.03,385.53,376.33,380.58,4096.72,404.6742857142857,427.90799999999996,373.3410101010101,427.3385,477.01909108948024,377.6579089105198,443.3107452928,-11.137291835147323,34.72186154384694,434.13374999999996,19269.939999999995,1
104,2016-01-20,BTCUSD,380.58,423.19,376.27,417.51,3195.25,395.41428571428565,424.7876,374.6842424242425,424.95550000000003,478.6449337742553,371.26606622574474,439.711115481088,-9.469393981939731,49.782761155114585,433.27149999999995,22465.189999999995,1
105,2016-01-21,BTCUSD,417.51,425.38,405.0,412.14,1558.93,393.39,424.7392,376.37626262626264,424.206,477.87173856754555,370.5402614324545,436.25547086184446,-8.483099151284875,48.04684907327059,432.7,20906.259999999995,0
106,2016-01-22,BTCUSD,412.14,416.99,375.0,393.0,2505.96,390.7785714285714,424.3424,377.98373737373737,423.08549999999997,476.7763504216514,369.39464957834855,432.9380520273707,-9.140525148335485,42.37515985212371,431.62750000000005,18400.299999999996,0
107,2016-01-23,BTCUSD,393.0,411.0,380.03,387.8,198.13,393.7728571428571,423.2303999999999,379.36858585858585,420.948,475.84227423693784,366.0537257630621,429.75332994627587,-9.966251782510938,40.960478499561056,430.18,18202.169999999995,1
108,2016-01-24,BTCUSD,387.8,404.24,383.57,401.74,492.46,394.28000000000003,421.51200000000006,380.62161616161615,419.125,475.8493522660254,362.4006477339746,426.6959967484248,-9.387590293246603,46.15054263142203,428.5737499999999,18694.629999999994,1
109,2016-01-25,BTCUSD,401.74,403.6,387.65,393.08,1085.8,396.82857142857137,420.452,381.9273737373737,417.462,474.17738048889504,360.74661951110494,423.76095687848783,-9.51806815444121,43.58707731522352,426.99225000000007,17608.829999999994,0
110,2016-01-26,BTCUSD,393.08,396.79,389.0,389.0,1061.9,397.97857142857146,418.87519999999995,383.1861616161616,415.467,472.66358210068273,358.27041789931724,420.9433186033483,-9.837296471280979,42.392359933034314,425.26725000000005,16546.929999999993,1
111,2016-01-27,BTCUSD,389.0,396.99,389.0,395.54,652.15,399.1814285714286,417.0532,384.3630303030303,413.36199999999997,471.19751836026137,355.52648163973856,418.23838585921436,-9.453588782522559,44.99498718152162,423.5802500000001,17199.079999999994,0
112,2016-01-28,BTCUSD,395.54,395.54,378.36,380.92,479.25,396.04285714285714,415.44480000000004,385.60989898989897,410.28900000000004,464.9684622870428,355.60953771295726,415.6416504248458,-10.211497701215933,40.58120282636167,421.55824999999993,16719.829999999994,0
113,2016-01-29,BTCUSD,380.92,383.97,365.0,379.39,973.71,391.5828571428571,413.71119999999996,386.71373737373733,406.501,458.21686290491664,354.7851370950833,413.14878440785196,-10.81098192297037,40.13746580005853,420.05525,15746.119999999995,0
114,2016-01-30,BTCUSD,379.39,380.0,374.53,378.33,247.86,389.6385714285715,411.4868,387.74909090909085,402.96500000000003,451.8645867058213,354.06541329417877,410.7556330315379,-11.242019624652926,39.812662010180105,418.56374999999997,15498.259999999995,0
115,2016-01-31,BTCUSD,378.33,380.0,369.54,370.0,162.26,388.2857142857143,409.30080000000004,388.74030303030304,399.65150000000006,445.7159597385027,353.5870402614974,408.4582077102764,-12.116114466430986,37.2608552804705,416.91825,15335.999999999995,0
116,2016-02-01,BTCUSD,370.0,378.99,366.62,371.74,935.68,383.7514285714286,406.8568,389.5988888888889,395.5875,436.8017203007667,354.37327969923325,406.25267940186535,-12.52406781008699,38.1525926978496,415.09825,16271.679999999995,1
117,2016-02-02,BTCUSD,371.74,375.41,371.74,373.2,977.83,380.70285714285717,403.4464,390.4308080808081,391.9045,427.42685379307136,356.3821462069286,404.1353722257907,-12.584497719674061,38.936863050972164,413.04175000000004,17249.509999999995,0
118,2016-02-03,BTCUSD,373.2,373.2,367.41,368.7,907.36,378.44571428571436,400.10720000000003,391.28595959595964,388.9805,420.3044860011483,357.6565139988517,402.1027573367591,-12.847404369981007,37.364169955737,410.79449999999997,16342.149999999994,1
119,2016-02-04,BTCUSD,368.7,391.7,368.7,390.17,1799.16,374.6114285714285,396.8508,391.9980808080808,385.8945,412.00794134732405,359.78105865267594,400.1514470432887,-11.194269644495137,48.12909601634577,410.08074999999997,18141.309999999994,1
